Country Name,Country Code,Time,Time Code,GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Renewable energy consumption (% of total final energy consumption) [EG.FEC.RNEW.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS]
Algeria,DZA,2015,YR2015,1.65979E+11,4197.421361,3.95188518,0.06,99.18666077
Algeria,DZA,2016,YR2016,1.60034E+11,4246.243565,3.84017304,0.08,99.35025024
Algeria,DZA,2017,YR2017,1.70097E+11,4218.083701,3.849132018,0.14,99.63549042
Algeria,DZA,2018,YR2018,1.74911E+11,4188.221757,3.948290258,0.19,99.69783783
Algeria,DZA,2019,YR2019,1.71767E+11,4153.004816,4.010034523,0.16,99.5
American Samoa,ASM,1997,YR1997,NaN,NaN,NaN,0,NaN
American Samoa,ASM,1998,YR1998,NaN,NaN,NaN,0,NaN
American Samoa,ASM,1999,YR1999,NaN,NaN,NaN,0,NaN
American Samoa,ASM,2000,YR2000,NaN,NaN,NaN,0,NaN
American Samoa,ASM,2001,YR2001,NaN,NaN,NaN,0,NaN
American Samoa,ASM,2002,YR2002,512000000,12804.43584,NaN,0,NaN
American Samoa,ASM,2003,YR2003,524000000,12980.7223,NaN,0,NaN
American Samoa,ASM,2004,YR2004,509000000,13105.16908,NaN,0,NaN
American Samoa,ASM,2005,YR2005,500000000,13136.48008,NaN,0,NaN
American Samoa,ASM,2006,YR2006,493000000,12690.52911,NaN,0,NaN
American Samoa,ASM,2007,YR2007,518000000,13029.61628,NaN,0,NaN
American Samoa,ASM,2008,YR2008,560000000,12795.02456,NaN,0,NaN
American Samoa,ASM,2009,YR2009,675000000,12378.17019,NaN,0,NaN
American Samoa,ASM,2010,YR2010,573000000,12532.31112,NaN,0,NaN
American Samoa,ASM,2011,YR2011,570000000,12656.68814,NaN,0,NaN
American Samoa,ASM,2012,YR2012,640000000,12247.63529,NaN,0.14,NaN
American Samoa,ASM,2013,YR2013,638000000,12098.27515,NaN,0.24,NaN
American Samoa,ASM,2014,YR2014,643000000,12494.98021,NaN,0.23,NaN
American Samoa,ASM,2015,YR2015,673000000,13101.54182,NaN,0.23,NaN
American Samoa,ASM,2016,YR2016,671000000,13116.43098,NaN,0.3,NaN
American Samoa,ASM,2017,YR2017,612000000,12442.85767,NaN,0.49,NaN
American Samoa,ASM,2018,YR2018,639000000,13049.33015,NaN,0.49,NaN
American Samoa,ASM,2019,YR2019,647000000,13288.35656,NaN,0.5,NaN
Andorra,AND,1997,YR1997,1180597273,31149.23204,7.266318296,14.19400246,100
Andorra,AND,1998,YR1998,1211932398,31895.85421,7.516951493,14.45864172,100
Andorra,AND,1999,YR1999,1239876305,32966.10603,7.767877542,14.54989054,100
Andorra,AND,2000,YR2000,1429049198,33901.04244,7.867225441,14.51,100
Andorra,AND,2001,YR2001,1546926174,35722.38713,7.667354763,15.39,100
Andorra,AND,2002,YR2002,1755910032,35749.78705,7.480697983,15.83,100
Andorra,AND,2003,YR2003,2361726862,37250.14737,7.171174197,16.52,100
Andorra,AND,2004,YR2004,2894921778,38696.34105,7.279061032,16.57,100
Andorra,AND,2005,YR2005,3159905484,39306.98487,7.265802913,16.61,100
Andorra,AND,2006,YR2006,3456442103,40994.28493,6.856060282,17.57,100
Andorra,AND,2007,YR2007,3952600602,42724.39766,6.908198002,16.56,100
Andorra,AND,2008,YR2008,4085630584,41470.27337,7.100125192,17.02,100
Andorra,AND,2009,YR2009,3674409558,40442.62462,7.041108987,17.13,100
Andorra,AND,2010,YR2010,3449966857,40937.11162,7.270794907,18.67,100
Andorra,AND,2011,YR2011,3629203786,41486.03485,6.943755715,18.55,100
Andorra,AND,2012,YR2012,3188808943,39174.74183,6.900145178,18.76,100
Andorra,AND,2013,YR2013,3193704343,37597.55613,6.725797487,19.14,100
Andorra,AND,2014,YR2014,3271808157,38402.49687,6.42269737,19.45,100
Andorra,AND,2015,YR2015,2789870188,38885.37601,6.550887838,19.32,100
Andorra,AND,2016,YR2016,2896679212,39886.4818,6.479183882,19.32,100
Andorra,AND,2017,YR2017,3000180750,39321.45827,6.365372358,19.15,100
Andorra,AND,2018,YR2018,3218316013,39319.93641,6.532201212,18.58,100
Andorra,AND,2019,YR2019,3155065488,39413.63447,6.549388942,18.4,100
Angola,AGO,1997,YR1997,7648377413,1832.482312,1.086668102,73.73441595,NaN
Angola,AGO,1998,YR1998,6506229607,1856.559776,1.091309196,76.81979363,NaN
Angola,AGO,1999,YR1999,6152922943,1836.829653,1.109588184,73.41078383,NaN
Angola,AGO,2000,YR2000,9129594819,1832.514102,0.988162665,73.44,24.21274376
Angola,AGO,2001,YR2001,8936063723,1847.874736,0.942060505,72.34,20
Angola,AGO,2002,YR2002,15285594828,2031.503726,0.895745323,70.42,26.35211754
Angola,AGO,2003,YR2003,17812704825,2022.035684,0.924723238,65.14,27.41277695
Angola,AGO,2004,YR2004,23552047248,2166.147716,0.929619336,61.92,28.47055054
Angola,AGO,2005,YR2005,36970918699,2404.631169,0.812813416,68.38,29.52778625
Angola,AGO,2006,YR2006,52381006892,2587.725057,0.821333212,62.13,30.58689499
Angola,AGO,2007,YR2007,65266452081,2844.818355,0.811585642,58.49,37.5
Angola,AGO,2008,YR2008,88538610805,3048.594002,0.888826551,54.88,38.49000168
Angola,AGO,2009,YR2009,70307166934,2963.315988,0.93967949,52.41,33.80218887
Angola,AGO,2010,YR2010,81699526881,2993.420974,0.975852538,52.51,34.89563751
Angola,AGO,2011,YR2011,1.09437E+11,2983.032611,0.983960246,51.06,34.59999847
Angola,AGO,2012,YR2012,1.24998E+11,3118.343699,0.947662543,49.47,37.13132095
Angola,AGO,2013,YR2013,1.33402E+11,3152.704327,1.031093319,47.95,38.2780304
Angola,AGO,2014,YR2014,1.37244E+11,3185.122401,1.092215832,48.23,32
Angola,AGO,2015,YR2015,87219300385,3100.830685,1.125224458,47.84,42
Angola,AGO,2016,YR2016,49840491178,2914.415459,1.020760058,49.03,41.81312943
Angola,AGO,2017,YR2017,68972769396,2808.521753,0.80275079,56.25,43.01325989
Angola,AGO,2018,YR2018,77792944472,2677.177816,0.766143022,57.36,45.29000092
Angola,AGO,2019,YR2019,69309110146,2569.691347,0.779202575,54.69,45.64279938
Antigua and Barbuda,ATG,1997,YR1997,680618518.5,13017.21157,4.072004269,0,96.98177338
Antigua and Barbuda,ATG,1998,YR1998,727859259.3,13378.71536,4.409414099,0,97.14498138
Antigua and Barbuda,ATG,1999,YR1999,766200000,13639.99593,4.470272687,0,97.30335236
Antigua and Barbuda,ATG,2000,YR2000,826370370.4,14247.97301,4.396775698,0,97.68926239
Antigua and Barbuda,ATG,2001,YR2001,800481481.5,13392.98172,4.592271862,0,97.78525543
Antigua and Barbuda,ATG,2002,YR2002,814381481.5,13358.81437,5.052140497,0,100
Antigua and Barbuda,ATG,2003,YR2003,856396296.3,14010.84906,5.251360825,0,97.95682526
Antigua and Barbuda,ATG,2004,YR2004,919729629.6,14656.29262,5.067075486,0,98.03710175
Antigua and Barbuda,ATG,2005,YR2005,1022962963,15423.80002,5.133405907,0,92.19999695
Antigua and Barbuda,ATG,2006,YR2006,1157662963,17163.39783,5.439149485,0,100
Antigua and Barbuda,ATG,2007,YR2007,1312759259,18505.79067,5.608661826,0,100
Antigua and Barbuda,ATG,2008,YR2008,1370070370,18228.64913,5.765696379,0,100
Antigua and Barbuda,ATG,2009,YR2009,1228329630,15804.44514,16.44308782,0,98.48127747
Antigua and Barbuda,ATG,2010,YR2010,1148700000,14367.9515,5.717953317,0,98.59723663
Antigua and Barbuda,ATG,2011,YR2011,1137637037,13918.59653,6.226291338,0.08,94.55201721
Antigua and Barbuda,ATG,2012,YR2012,1199948148,14232.96959,7.984122865,0.15,100
Antigua and Barbuda,ATG,2013,YR2013,1181448148,14015.87931,5.310914481,0.15,100
Antigua and Barbuda,ATG,2014,YR2014,1249733333,14427.40691,5.378994904,0.14,100
Antigua and Barbuda,ATG,2015,YR2015,1336692593,14861.88271,5.448016028,0.48,100
Antigua and Barbuda,ATG,2016,YR2016,1436585185,15570.90406,5.520957555,0.6,100
Antigua and Barbuda,ATG,2017,YR2017,1467977778,15962.68012,5.487329756,0.6,100
Antigua and Barbuda,ATG,2018,YR2018,1605944444,16967.08623,5.566105586,0.9,100
Antigua and Barbuda,ATG,2019,YR2019,1687533333,17697.23115,5.644994745,0.91,100
Argentina,ARG,1997,YR1997,2.92859E+11,11097.38206,3.5213341,10.9990734,94.49201202
Argentina,ARG,1998,YR1998,2.98948E+11,11391.94516,3.661559517,11.34300914,94.81500244
Argentina,ARG,1999,YR1999,2.83523E+11,10880.20621,3.669819285,10.30617339,95.13315582
Argentina,ARG,2000,YR2000,2.84204E+11,10672.72204,3.56803988,9.85,95.78328705
Argentina,ARG,2001,YR2001,2.68697E+11,10090.65344,3.342005133,11.51,95.51106262
Argentina,ARG,2002,YR2002,97724004252,8895.319642,3.100697226,11.62,96.22886658
Argentina,ARG,2003,YR2003,1.27587E+11,9581.969792,3.335060785,10.82,96.44263458
Argentina,ARG,2004,YR2004,1.64658E+11,10341.64341,3.656178095,9.29,96.65350342
Argentina,ARG,2005,YR2005,1.98737E+11,11141.31067,3.736578794,9.64,96.86384583
Argentina,ARG,2006,YR2006,2.32557E+11,11913.95853,3.923818389,9.18,97.07605743
Argentina,ARG,2007,YR2007,2.87531E+11,12857.09258,4.082895585,7.72,97.29279327
Argentina,ARG,2008,YR2008,3.61558E+11,13246.63489,4.15233041,7.65,97.51675415
Argentina,ARG,2009,YR2009,3.32976E+11,12336.86194,3.848409856,8.59,97.75065613
Argentina,ARG,2010,YR2010,4.23627E+11,13551.33919,4.099689714,8.79,98.81999969
Argentina,ARG,2011,YR2011,5.30163E+11,14200.26989,4.280989353,8.83,99.09535217
Argentina,ARG,2012,YR2012,5.45982E+11,13895.63371,4.264223782,8.61,99.22998047
Argentina,ARG,2013,YR2013,5.52025E+11,14071.50868,4.342115069,8.91,99.34267426
Argentina,ARG,2014,YR2014,5.2632E+11,13567.94842,4.209095633,9.79,100
Argentina,ARG,2015,YR2015,5.94749E+11,13789.06042,4.301913876,9.4,99.6253891
Argentina,ARG,2016,YR2016,5.57531E+11,13360.21183,4.201845776,9.38,99.84957886
Argentina,ARG,2017,YR2017,6.43629E+11,13595.03736,4.071308362,10.37,100
Argentina,ARG,2018,YR2018,5.2482E+11,13105.39716,3.975771971,10.52,99.98957825
Argentina,ARG,2019,YR2019,4.47755E+11,12716.2242,3.740650291,10.74,100
Armenia,ARM,1997,YR1997,1639492445,1031.098274,1.020963998,10.12011439,NaN
Armenia,ARM,1998,YR1998,1893726437,1116.907209,1.070805882,9.380563414,NaN
Armenia,ARM,1999,YR1999,1845482173,1166.187979,0.970047068,8.358795379,NaN
Armenia,ARM,2000,YR2000,1911563669,1249.612148,1.123551888,7.16,98.90000153
Armenia,ARM,2001,YR2001,2118467913,1385.044814,1.149009633,5.42,100
Armenia,ARM,2002,YR2002,2376335048,1582.057645,1.004818907,8.9,98
Armenia,ARM,2003,YR2003,2807061009,1815.788251,1.13485222,9.81,99.19013214
Armenia,ARM,2004,YR2004,3576615240,2018.46017,1.226455557,8.71,99.18923187
Armenia,ARM,2005,YR2005,4900469950,2312.982895,1.463616668,6.49,99.80000305
Armenia,ARM,2006,YR2006,6384451606,2636.256687,1.483568657,7.65,99.18823242
Armenia,ARM,2007,YR2007,9206301700,3019.465605,1.730798803,7.02,99.1931839
Armenia,ARM,2008,YR2008,11662040714,3250.498659,1.907206545,6.4,99.20537567
Armenia,ARM,2009,YR2009,8647936748,2810.192882,1.521440581,7.8,99.22750092
Armenia,ARM,2010,YR2010,9260284938,2889.56627,1.473037526,9.36,99.80000305
Armenia,ARM,2011,YR2011,10142111334,3043.262831,1.686596291,8.01,99.60579681
Armenia,ARM,2012,YR2012,10619320049,3278.670496,1.962653917,6.56,99.62896729
Armenia,ARM,2013,YR2013,11121465767,3402.083904,1.89564639,6.77,99.41999817
Armenia,ARM,2014,YR2014,11609512940,3538.529444,1.896239708,7.08,99.70999908
Armenia,ARM,2015,YR2015,10553337673,3666.141876,1.855071711,10.74,100
Armenia,ARM,2016,YR2016,10546135160,3689.830136,1.769117961,13.15,99.80000305
Armenia,ARM,2017,YR2017,11527458566,3985.916757,1.882939997,12.56,99.69999695
Armenia,ARM,2018,YR2018,12457941907,4215.899456,2.013003806,11.13,99.90000153
Armenia,ARM,2019,YR2019,13619291361,4561.967866,2.187476318,10.34,100
Aruba,ABW,1997,YR1997,1531843575,28413.14401,NaN,0.160095867,100
Aruba,ABW,1998,YR1998,1665363128,28121.31558,NaN,0.157875691,100
Aruba,ABW,1999,YR1999,1722905028,27646.19565,NaN,0.160927638,100
Aruba,ABW,2000,YR2000,1873184358,29005.93337,NaN,0.18,91.66040039
Aruba,ABW,2001,YR2001,1896648045,29693.13991,NaN,0.18,100
Aruba,ABW,2002,YR2002,1962011173,29059.48651,NaN,0.18,100
Aruba,ABW,2003,YR2003,2044134078,29093.57824,NaN,0.18,100
Aruba,ABW,2004,YR2004,2254748603,30931.9365,NaN,0.19,100
Aruba,ABW,2005,YR2005,2359776536,30505.33919,NaN,0.19,100
Aruba,ABW,2006,YR2006,2469832402,30490.36584,NaN,0.19,100
Aruba,ABW,2007,YR2007,2677653631,31051.00157,NaN,0.19,100
Aruba,ABW,2008,YR2008,2843016760,31230.19304,NaN,0.19,100
Aruba,ABW,2009,YR2009,2553631285,27243.3332,NaN,0.3,100
Aruba,ABW,2010,YR2010,2453631285,26200.7273,NaN,5.46,93.35629272
Aruba,ABW,2011,YR2011,2637988827,26829.63448,NaN,5.66,100
Aruba,ABW,2012,YR2012,2615083799,26337.58506,NaN,6.86,100
Aruba,ABW,2013,YR2013,2727932961,27821.7916,NaN,6.89,100
Aruba,ABW,2014,YR2014,2791061453,27624.3773,NaN,6.93,100
Aruba,ABW,2015,YR2015,2963128492,28421.38649,NaN,6.73,100
Aruba,ABW,2016,YR2016,2983798883,28852.23707,NaN,6.99,100
Aruba,ABW,2017,YR2017,3092178771,30270.9416,NaN,6.7,100
Aruba,ABW,2018,YR2018,3202234637,31705.27905,NaN,8.02,100
Aruba,ABW,2019,YR2019,3368970253,31762.73403,NaN,7.48,100
Australia,AUS,1997,YR1997,4.35614E+11,41551.63881,16.71005709,9.080242836,100
Australia,AUS,1998,YR1998,3.99661E+11,43037.45003,17.66054099,8.595072694,100
Australia,AUS,1999,YR1999,3.8939E+11,44679.06423,17.73896007,8.507273787,100
Australia,AUS,2000,YR2000,4.15851E+11,45893.81175,17.83874781,8.42,100
Australia,AUS,2001,YR2001,3.79358E+11,46233.24851,17.93231449,8.37,100
Australia,AUS,2002,YR2002,3.95581E+11,47535.78957,18.1259907,8.74,100
Australia,AUS,2003,YR2003,4.67498E+11,48454.2822,17.87864148,7.15,100
Australia,AUS,2004,YR2004,6.14326E+11,49960.38024,18.35223496,6.68,100
Australia,AUS,2005,YR2005,6.95329E+11,50912.4669,18.34231341,6.71,100
Australia,AUS,2006,YR2006,7.47907E+11,51606.66553,18.36050142,6.85,100
Australia,AUS,2007,YR2007,8.54427E+11,52587.786,18.52107744,6.95,100
Australia,AUS,2008,YR2008,1.05564E+12,53383.7075,18.30374888,6.79,100
Australia,AUS,2009,YR2009,9.28627E+11,53272.98473,18.22313904,7.15,100
Australia,AUS,2010,YR2010,1.14861E+12,53607.98476,17.59006927,8.16,100
Australia,AUS,2011,YR2011,1.39841E+12,54132.52175,17.29541584,8.32,100
Australia,AUS,2012,YR2012,1.54689E+12,55271.36614,17.02204223,8.29,100
Australia,AUS,2013,YR2013,1.57638E+12,55729.19299,16.44231571,9.21,100
Australia,AUS,2014,YR2014,1.46755E+12,56320.11029,15.83042152,9.32,100
Australia,AUS,2015,YR2015,1.35062E+12,56710.44572,15.863288,9.31,100
Australia,AUS,2016,YR2016,1.20654E+12,57356.05124,15.91465712,9.42,100
Australia,AUS,2017,YR2017,1.32652E+12,57703.03436,15.82324174,9.69,100
Australia,AUS,2018,YR2018,1.42829E+12,58481.03442,15.50348628,9.67,100
Australia,AUS,2019,YR2019,1.39223E+12,58870.02169,15.25361834,10.13,100
Austria,AUT,1997,YR1997,2.1279E+11,35220.88774,8.059697484,24.8710509,100
Austria,AUT,1998,YR1998,2.1826E+11,36442.28823,8.107272237,24.40935442,100
Austria,AUT,1999,YR1999,2.17259E+11,37664.94328,7.888819322,26.43831079,100
Austria,AUT,2000,YR2000,1.9729E+11,38842.89052,7.929785513,26.44,100
Austria,AUT,2001,YR2001,1.97509E+11,39184.8086,8.444109161,25.53,100
Austria,AUT,2002,YR2002,2.14395E+11,39636.48261,8.583317475,24.68,100
Austria,AUT,2003,YR2003,2.62274E+11,39815.22195,9.168343908,22.56,100
Austria,AUT,2004,YR2004,3.01458E+11,40651.22662,9.2756141,23.17,100
Austria,AUT,2005,YR2005,3.16092E+11,41281.27076,9.26611356,24.41,100
Austria,AUT,2006,YR2006,3.3628E+11,42496.35105,8.961569195,26.64,100
Austria,AUT,2007,YR2007,3.89186E+11,43937.71289,8.587801761,28.99,100
Austria,AUT,2008,YR2008,4.32052E+11,44440.05589,8.49967402,29.68,100
Austria,AUT,2009,YR2009,4.01759E+11,42655.19213,7.721143982,31.31,100
Austria,AUT,2010,YR2010,3.92275E+11,43334.50896,8.365014901,31.15,100
Austria,AUT,2011,YR2011,4.31685E+11,44451.00019,8.135474381,31.64,100
Austria,AUT,2012,YR2012,4.09402E+11,44549.8817,7.723614487,34.38,100
Austria,AUT,2013,YR2013,4.30191E+11,44299.37818,7.753699576,34.59,100
Austria,AUT,2014,YR2014,4.42585E+11,44245.16874,7.260404228,35.67,100
Austria,AUT,2015,YR2015,3.81971E+11,44195.81759,7.317158873,34.82,100
Austria,AUT,2016,YR2016,3.95837E+11,44590.25163,7.288819983,34.64,100
Austria,AUT,2017,YR2017,4.17261E+11,45281.7234,7.486161583,33.98,100
Austria,AUT,2018,YR2018,4.54991E+11,46154.6251,7.133063919,34.11,100
Austria,AUT,2019,YR2019,4.44621E+11,46647.08096,7.293984252,33.77,100
Azerbaijan,AZE,1997,YR1997,3962238113,1158.440954,3.379580901,1.989848785,NaN
Azerbaijan,AZE,1998,YR1998,4446368571,1262.247536,3.347655756,2.4843814,NaN
Azerbaijan,AZE,1999,YR1999,4581432039,1343.808721,3.272055369,2.143936114,97
Azerbaijan,AZE,2000,YR2000,5272798391,1480.756662,3.440349875,2.07,98.90822601
Azerbaijan,AZE,2001,YR2001,5707720391,1614.792119,3.254758852,1.75,98.62180328
Azerbaijan,AZE,2002,YR2002,6235856820,1754.073609,3.203641763,2.35,100
Azerbaijan,AZE,2003,YR2003,7276753895,1918.543625,3.469717358,2.94,98.92746735
Azerbaijan,AZE,2004,YR2004,8680370408,2077.812263,3.408174257,3.07,99.07479858
Azerbaijan,AZE,2005,YR2005,13245716099,2631.758981,3.579663711,3.36,99.22159576
Azerbaijan,AZE,2006,YR2006,20982986344,3501.041809,3.593590676,2.86,99.5
Azerbaijan,AZE,2007,YR2007,33050343783,4326.961569,3.219791775,3.78,99.52345276
Azerbaijan,AZE,2008,YR2008,48852482960,4692.912185,3.474678865,3.08,99.68386841
Azerbaijan,AZE,2009,YR2009,44291490421,5023.79077,2.850039951,3.27,99.85422516
Azerbaijan,AZE,2010,YR2010,52909294792,5215.020915,2.684902593,4.45,99.94379425
Azerbaijan,AZE,2011,YR2011,65951627200,5152.657454,2.973918764,3.55,99.90000153
Azerbaijan,AZE,2012,YR2012,69683935845,5194.73839,3.239102868,2.84,100
Azerbaijan,AZE,2013,YR2013,74164435946,5425.905292,3.285616903,2.52,100
Azerbaijan,AZE,2014,YR2014,75244294275,5505.988233,3.38119922,2.12,100
Azerbaijan,AZE,2015,YR2015,53074370486,5500.310382,3.292452869,2.33,100
Azerbaijan,AZE,2016,YR2016,37867518957,5270.552975,3.304019557,1.94,100
Azerbaijan,AZE,2017,YR2017,40865558912,5229.526141,3.243341999,1.91,100
Azerbaijan,AZE,2018,YR2018,47112941176,5262.183808,3.292832354,1.93,100
Azerbaijan,AZE,2019,YR2019,48174235294,5348.265267,3.542397828,1.62,100
"Bahamas, The",BHS,1997,YR1997,6332360000,30822.18806,6.028932428,0,100
"Bahamas, The",BHS,1998,YR1998,6833220000,28946.27851,7.482609275,0,100
"Bahamas, The",BHS,1999,YR1999,7683870000,31982.76084,7.243842734,0,100
"Bahamas, The",BHS,2000,YR2000,8076470000,32823.80576,6.8612429,0,100
"Bahamas, The",BHS,2001,YR2001,8317830000,33214.16875,6.73490562,0.42,100
"Bahamas, The",BHS,2002,YR2002,8881160000,33665.57034,7.185586001,0.38,100
"Bahamas, The",BHS,2003,YR2003,8870090000,32799.13686,7.031227258,1.54,100
"Bahamas, The",BHS,2004,YR2004,9055290000,32645.12485,6.558065108,1.59,100
"Bahamas, The",BHS,2005,YR2005,9836200000,33295.93274,6.06663493,1.71,100
"Bahamas, The",BHS,2006,YR2006,10167250000,33663.54892,5.954676135,2.01,100
"Bahamas, The",BHS,2007,YR2007,10618340000,33672.97124,5.927317345,3.54,100
"Bahamas, The",BHS,2008,YR2008,10526000000,32425.58808,6.064030782,1.97,100
"Bahamas, The",BHS,2009,YR2009,9981960000,30627.33786,16.763708,1.83,100
"Bahamas, The",BHS,2010,YR2010,10095760000,30664.02592,5.572343824,1.65,100
"Bahamas, The",BHS,2011,YR2011,10070450000,30470.24837,6.799841072,1.42,100
"Bahamas, The",BHS,2012,YR2012,10720500000,31072.84567,9.291709838,1.18,100
"Bahamas, The",BHS,2013,YR2013,10562800000,29902.24342,7.286399437,0.96,100
"Bahamas, The",BHS,2014,YR2014,11176100000,30182.19433,6.475968198,1.14,100
"Bahamas, The",BHS,2015,YR2015,11861900000,30206.24043,5.627748718,1.54,100
